,Age,Income (USD),Income Stability,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
15519,35,2502.15,1,8,1,132813.93,652.67,0,1,2.0,694.74,0,0,2,1.0,227276.61,86329.05
15520,36,1290.02,1,12,1,72408.99,367.3,0,1,2.0,694.74,1,1,1,1.0,81486.3,50686.29
15521,50,2008.22,1,14,0,30519.6,156.46,0,1,3.0,696.61,0,2,2,1.0,46087.99,19837.74
15522,25,2008.22,1,3,2,45848.03,400.11,0,1,2.0,733.75,0,1,1,1.0,73590.27,29801.22
15524,58,2965.2,1,10,1,72181.39,404.75,1,0,2.0,792.83,0,0,1,1.0,102800.91,57745.11
15525,50,2006.84,1,14,1,41721.32,377.28,0,1,2.0,827.96,0,0,1,1.0,73800.21,29204.92
15526,22,3325.46,1,8,1,42548.87,376.14,0,1,1.0,703.25,1,1,1,1.0,65320.42,46532.92
15527,57,2797.29,1,8,1,71589.11,283.25,0,1,2.0,683.45,1,2,2,1.0,80220.25,46532.92
15528,30,958.9,1,2,0,7626.36,95.18,0,0,1.0,695.6,1,2,2,1.0,12036.76,5338.45
15529,43,958.9,1,8,1,27566.87,141.1,0,0,2.0,806.86,0,2,0,1.0,49447.11,19296.81
15530,39,2408.07,1,8,1,86397.02,287.24,1,1,3.0,769.0,0,0,2,1.0,111707.89,60477.91
15531,56,2685.86,1,3,1,196346.85,851.39,1,1,4.0,799.67,1,2,2,1.0,285143.29,147260.14
15537,34,1552.73,1,14,1,77945.16,584.38,0,0,1.0,817.2,0,1,2,1.0,101468.16,58458.87
15538,41,2450.66,1,3,1,136746.33,778.81,1,0,2.0,817.2,1,2,1,1.0,173105.3,102559.75
15540,18,1520.13,1,8,0,125989.98,536.21,0,1,2.0,855.23,0,2,2,1.0,208679.35,88192.99
15541,41,2819.98,1,11,1,123926.61,408.3,0,1,2.0,718.04,0,2,2,1.0,187158.56,86748.63
15542,27,4177.68,1,3,1,30178.89,136.18,1,1,1.0,736.37,0,2,2,1.0,50974.72,21125.22
15543,54,3082.64,1,3,1,26857.24,136.18,1,1,3.0,690.5,0,2,0,1.0,29544.58,18800.07
15545,42,2335.7,1,3,1,146945.4,715.23,0,0,2.0,837.02,1,2,1,1.0,263574.04,110209.05
15547,54,1386.62,1,0,1,26291.07,168.33,1,1,4.0,842.72,0,0,0,1.0,34057.62,21032.86
15548,30,3761.99,1,6,1,104720.67,334.78,1,1,1.0,767.27,0,0,2,1.0,137288.46,78540.5
15549,18,12861.16,1,6,2,270184.88,1234.31,1,1,3.0,854.1,0,1,2,1.0,341057.32,229657.15
15550,60,3832.39,1,6,1,186366.58,751.82,1,1,2.0,846.05,1,0,0,1.0,324879.49,130456.61
15551,65,3846.2,0,14,1,12905.9,139.97,0,1,2.0,846.05,0,2,2,1.0,24410.64,9034.13
15555,65,1683.43,0,14,0,60086.66,429.45,0,0,2.0,800.59,0,2,0,1.0,108045.6,42060.66
15556,26,1774.63,1,14,1,72783.37,429.45,0,1,2.0,733.72,0,0,1,1.0,117416.9,47309.19
15557,24,1774.63,1,8,1,38152.27,352.34,0,1,2.0,690.35,1,1,1,1.0,52459.94,24798.98
15559,40,2037.64,0,7,1,127807.02,428.6,1,0,2.0,789.54,0,1,2,1.0,215165.19,89464.91
15560,65,1345.65,0,7,1,112154.4,318.07,1,0,2.0,619.49,0,2,0,1.0,172028.7,78508.08
15563,53,1143.02,1,14,1,140805.11,395.6,0,1,2.0,707.74,0,2,1,1.0,264546.4,91523.32
15565,54,5328.29,0,8,1,76143.81,804.68,1,1,3.0,824.12,0,2,0,1.0,95878.62,60915.05
15568,54,2361.34,1,10,1,180001.07,548.61,0,1,2.0,690.26,0,0,0,1.0,317337.96,117000.7
15570,43,2416.76,1,11,1,45653.33,337.65,0,0,3.0,850.54,0,1,0,1.0,62155.89,31957.33
15572,18,3503.86,1,8,1,88633.97,245.75,0,0,1.0,771.16,0,2,1,1.0,104016.04,66475.48
15574,43,2840.44,1,3,0,75384.47,554.26,0,1,2.0,695.51,1,0,0,1.0,107794.51,52769.13
15575,62,3166.29,1,14,1,43824.55,189.39,0,1,2.0,714.8,0,1,0,1.0,74758.32,28485.96
15577,42,1571.83,1,1,1,46749.59,245.27,0,0,1.0,802.13,0,2,1,1.0,52854.21,167647.76
15578,37,1045.75,1,3,0,239496.8,673.54,0,1,2.0,747.93,0,0,0,1.0,289364.23,167647.76
15579,52,1045.75,1,8,0,23787.46,188.95,1,0,2.0,709.7,0,1,2,1.0,26854.9,15461.85
15580,18,2290.9,1,3,1,122446.76,694.74,0,1,4.0,685.35,1,1,0,1.0,202462.96,85712.73
15583,18,3139.72,1,6,1,62264.18,828.39,1,1,3.0,687.63,1,0,0,1.0,77796.21,40471.72
15584,18,6145.01,1,6,2,326255.86,1135.11,1,0,1.0,705.47,1,1,2,1.0,597052.02,228379.1
15585,50,1168.23,1,3,1,22997.5,112.87,1,1,3.0,650.63,0,1,1,1.0,43682.29,16098.25
15586,28,2792.54,1,3,1,130291.06,391.85,1,0,2.0,754.08,1,2,1,1.0,215850.57,104232.85
15587,60,1608.37,1,4,1,107028.23,511.86,0,1,2.0,682.13,0,2,2,1.0,139678.49,69568.35
15588,18,1608.37,1,3,1,94180.15,508.97,0,1,2.0,831.0,0,1,2,1.0,160814.15,70635.11
15589,50,1938.11,1,4,1,52850.96,234.8,0,1,2.0,723.15,0,1,0,1.0,62832.28,34353.12
15594,19,3848.81,1,15,2,83335.97,360.79,0,0,2.0,853.88,0,0,2,1.0,147502.24,58335.18
15595,29,3848.81,1,14,1,50069.92,398.13,0,1,1.0,672.15,0,2,2,1.0,66794.86,32545.45
15596,18,3327.02,1,8,1,149466.51,461.89,0,1,2.0,752.53,0,1,2,1.0,275864.29,119573.21
15598,33,5048.42,1,3,1,203069.14,1084.58,0,1,1.0,875.04,1,0,1,1.0,332895.61,162455.31
15600,46,2122.72,1,8,1,27093.98,276.26,1,1,3.0,767.35,0,2,0,1.0,43893.43,20320.48
15601,35,2242.75,1,6,1,139491.39,502.06,0,1,2.0,741.54,1,0,2,1.0,186699.19,97643.97
15602,65,1392.52,0,10,1,86985.72,254.86,1,1,2.0,851.41,1,0,2,1.0,99225.35,65239.29
15603,64,1293.2,0,10,0,121369.52,360.43,0,0,2.0,811.98,0,0,1,1.0,146519.29,91027.14
15604,18,1644.15,1,10,1,176864.95,496.78,0,1,2.0,779.52,0,0,2,1.0,263010.53,123805.46
15605,65,1644.15,0,3,1,94065.24,273.5,0,0,2.0,848.57,0,0,1,1.0,171835.76,70548.93
15606,53,4200.13,1,3,1,86628.27,424.08,1,1,4.0,662.6,0,1,0,1.0,114553.67,60639.79
15608,50,2033.23,1,14,1,88039.06,303.4,0,0,1.0,680.33,0,0,0,1.0,142498.32,61627.34
15609,60,2033.23,1,3,1,49860.68,250.88,1,1,6.0,680.21,0,0,1,1.0,78282.86,32409.44
15610,18,2033.23,1,8,1,45853.77,342.71,1,1,1.0,661.74,0,1,1,1.0,83537.51,29804.95
15611,65,3246.56,0,12,1,73722.6,636.9,0,1,2.0,867.25,0,2,0,1.0,129204.2,51605.82
15612,21,2448.37,1,12,2,45316.97,220.87,0,0,1.0,822.03,0,1,0,1.0,51105.47,31721.88
15613,40,2748.64,1,0,1,38120.82,206.94,1,0,4.0,690.71,1,1,0,1.0,50267.96,26684.57
15614,18,1645.32,1,0,2,41660.56,345.21,0,1,3.0,683.32,0,2,2,1.0,53746.73,27079.36
15615,39,2734.43,1,8,1,34601.67,471.09,0,0,4.0,689.36,0,2,1,1.0,54294.35,22491.09
15617,18,1703.75,1,10,1,17115.62,131.91,0,0,2.0,710.49,0,0,2,1.0,31935.81,11980.93
15618,57,1488.18,1,10,2,52266.56,627.09,1,1,2.0,777.46,0,0,1,1.0,69938.73,36586.59
15621,59,2796.28,1,8,1,183671.74,540.83,1,0,2.0,709.84,0,0,2,1.0,222105.96,128570.22
15622,25,3337.75,1,14,2,51182.95,367.08,1,1,2.0,766.86,0,1,0,1.0,83148.31,35828.06
15623,63,1273.09,1,9,1,63845.91,305.59,0,1,2.0,698.02,0,1,1,1.0,72053.87,44692.14
15624,45,2221.71,1,10,1,119388.52,337.43,0,1,3.0,794.31,0,2,0,1.0,210285.23,83571.96
15627,55,2769.62,1,8,1,22752.64,110.92,1,1,3.0,767.71,0,0,0,1.0,28557.6,18202.11
15628,41,2193.89,1,8,0,78546.41,351.17,1,0,3.0,692.69,0,0,1,1.0,134248.44,51055.17
15629,18,2777.34,1,0,1,61175.69,356.26,0,1,3.0,741.12,0,0,0,1.0,69156.32,39764.2
15631,63,3281.43,1,3,1,47648.54,243.06,1,1,2.0,682.61,0,1,2,1.0,77660.82,33353.98
15632,30,1300.72,1,3,1,112419.24,427.29,1,0,2.0,682.61,0,2,1,1.0,203865.25,78693.47
15633,18,2177.4,1,11,1,155310.11,660.76,0,1,3.0,762.14,0,2,0,1.0,244966.89,116482.58
15636,63,2817.96,1,8,1,29883.14,147.45,0,0,3.0,704.36,1,0,2,1.0,51823.44,19424.04
15638,18,4530.06,1,6,2,35202.55,347.46,0,1,4.0,734.91,0,2,1,1.0,43931.16,22881.66
15639,36,2109.76,1,0,1,118713.34,579.68,0,0,2.0,791.79,0,0,1,1.0,169363.21,94970.67
15640,49,4744.42,1,14,2,80795.51,450.42,0,1,2.0,823.66,1,1,1,1.0,113624.22,56556.86
15641,54,2513.88,1,14,1,38903.23,287.4,0,1,2.0,823.69,0,2,2,1.0,50192.21,27232.26
15643,61,1761.99,1,10,1,53986.35,273.7,1,1,1.0,808.83,0,1,0,1.0,62708.12,43189.08
15644,36,3932.98,1,3,1,68316.77,735.85,0,1,2.0,817.03,0,1,1,1.0,92977.59,51237.58
15645,18,3932.98,1,10,2,166724.09,651.59,0,1,1.0,813.29,0,0,0,1.0,309490.42,125043.07
15646,61,9405.43,1,14,0,87093.68,131.63,0,0,1.0,813.29,0,2,1,1.0,126871.27,65320.26
15648,62,1264.05,1,4,1,34438.42,185.84,0,1,2.0,833.2,0,0,0,1.0,64143.18,24106.89
15649,42,1167.02,1,10,1,17856.85,172.22,0,1,5.0,812.0,0,2,2,1.0,21089.95,12499.79
15650,18,1700.86,1,0,1,110583.99,376.94,1,0,2.0,784.05,1,2,1,1.0,132221.59,88467.19
15651,18,1827.27,1,8,1,50354.85,315.42,0,0,1.0,698.48,0,2,1,1.0,68128.07,35248.39
15652,31,2562.49,1,8,1,50201.1,341.01,1,1,2.0,684.43,0,1,1,1.0,91914.93,35140.77
15653,23,3089.76,1,16,1,21009.89,205.99,1,1,3.0,810.51,0,1,2,1.0,36031.55,14706.92
15654,28,2929.48,1,10,1,190560.72,804.25,0,1,2.0,848.22,0,2,2,1.0,336380.66,142920.54
15655,35,6896.92,1,10,2,71140.51,387.4,0,1,1.0,665.19,0,0,2,1.0,105460.23,49798.36
15656,32,2273.8,1,8,1,138832.51,543.81,0,1,1.0,778.61,1,0,0,1.0,160920.63,104124.38
15657,63,3383.04,1,3,1,157350.14,597.63,1,1,3.0,723.26,0,2,1,1.0,222069.51,110145.1
15658,46,2093.55,1,2,1,80142.31,436.86,0,0,2.0,765.21,0,2,0,1.0,119234.9,56099.62
15662,27,4147.76,1,11,1,48483.33,395.58,1,1,2.0,684.46,0,1,0,1.0,58845.7,33938.33
15663,19,4147.76,1,3,1,45981.4,237.29,0,1,2.0,771.88,0,1,0,1.0,62134.5,32186.98
15665,38,912.21,1,8,1,22820.81,157.96,0,1,2.0,680.58,0,1,0,1.0,30046.57,15974.57
15666,39,2746.33,1,8,1,52870.27,373.8,0,1,2.0,696.82,0,1,0,1.0,78583.96,34365.68
15669,60,3038.04,1,3,1,95758.38,659.08,0,1,3.0,744.7,0,1,0,1.0,125714.83,67030.87
15670,39,1657.41,1,14,1,39153.86,208.53,1,1,2.0,832.24,0,0,2,1.0,49572.56,31323.09
15671,47,2997.03,0,8,1,146426.44,1116.1,0,1,2.0,749.51,1,0,1,1.0,229842.96,95177.19
15673,28,3189.87,1,17,2,34865.19,378.56,0,0,3.0,660.43,0,0,2,1.0,48639.8,24405.63
15674,40,1749.89,1,0,1,132546.82,401.4,0,1,1.0,836.53,0,1,2,1.0,229572.25,99410.12
15675,24,1749.89,1,3,2,194826.29,671.2,1,1,3.0,766.04,0,2,2,1.0,304066.23,136378.4
15676,20,1749.89,1,8,1,62040.82,321.29,0,1,2.0,859.18,1,1,2,1.0,105475.26,49632.66
15679,30,2616.07,1,4,1,187174.5,755.4,1,1,2.0,788.12,0,1,1,1.0,282510.45,140380.88
15681,60,2672.79,1,0,1,30620.21,160.92,1,1,2.0,845.6,0,1,1,1.0,47304.74,22965.16
15682,65,3167.5,0,0,1,41638.17,201.87,0,1,3.0,818.9,0,1,2,1.0,60228.32,29146.72
15683,24,3167.5,1,0,1,206590.88,761.85,0,1,3.0,863.0,0,2,0,1.0,253389.81,144613.62
15684,23,1057.96,1,6,0,163956.12,707.1,1,1,1.0,828.92,0,2,1,1.0,284033.82,114769.28
15686,51,4678.35,1,3,2,66072.17,516.37,1,1,2.0,763.17,1,0,1,1.0,99321.02,49554.13
15689,51,2727.66,1,11,1,72749.64,273.74,0,1,1.0,680.2,0,0,2,1.0,130339.64,47287.27
15690,58,1610.57,1,8,1,70221.08,550.41,0,0,4.0,732.79,0,0,2,1.0,90438.83,49154.76
15691,42,2711.94,1,1,1,109593.71,466.59,0,1,2.0,734.97,0,0,1,1.0,154896.16,76715.6
15693,27,1631.86,1,1,0,18422.27,154.69,0,1,1.0,705.14,0,0,0,1.0,34999.86,11974.48
15694,35,1427.4,1,1,1,136588.6,433.35,0,1,3.0,812.36,0,1,2,1.0,231344.3,109270.88
15695,29,1324.89,1,8,1,100094.43,374.44,1,1,2.0,658.61,1,0,0,1.0,164961.28,70066.1
15696,63,1324.89,1,6,1,92192.02,454.72,0,0,4.0,718.66,0,2,0,1.0,151949.3,59924.81
15697,22,1150.09,1,14,0,79591.2,245.18,1,0,2.0,702.63,0,1,1,1.0,150138.45,51734.28
15698,18,4444.64,1,0,2,151581.59,432.93,0,0,4.0,789.08,0,0,2,1.0,175118.74,106107.11
15699,38,3382.46,1,3,1,197536.21,821.76,0,0,3.0,820.82,0,0,0,1.0,292204.32,148152.16
15700,18,2731.51,1,14,2,59561.76,494.18,0,1,2.0,799.2,0,1,2,1.0,102270.87,41693.23
15702,18,2849.01,1,11,0,141555.72,417.58,1,1,2.0,780.78,0,1,0,1.0,225664.25,113244.58
15704,18,3959.03,1,0,1,70574.77,294.96,0,0,2.0,838.88,0,1,1,1.0,124612.08,52931.08
15705,27,993.27,1,2,1,69597.03,400.37,0,0,2.0,783.15,0,2,1,1.0,115716.2,55677.62
15706,58,4784.63,1,10,1,86978.96,450.31,0,1,2.0,720.52,0,0,0,1.0,112345.53,56536.32
15707,44,2801.35,1,14,2,88774.3,446.62,1,1,2.0,847.68,0,1,2,1.0,123120.18,71019.44
15708,49,1042.43,1,11,1,30835.09,164.34,0,1,3.0,808.32,0,0,1,1.0,57505.33,24668.07
15709,41,2577.03,1,10,1,234747.84,941.38,0,1,2.0,712.57,1,2,1,1.0,439410.4,164323.49
15710,18,1214.89,1,8,1,96867.58,350.96,0,1,2.0,801.16,0,2,0,1.0,175837.75,67807.31
15711,61,1792.84,0,8,1,53237.63,227.39,0,1,2.0,794.28,0,0,1,1.0,81646.46,39928.22
15712,18,2796.94,1,8,1,83509.16,305.53,1,1,5.0,699.29,0,0,1,1.0,136863.76,58456.41
15713,18,3535.37,1,8,1,91892.1,527.64,0,0,2.0,699.29,1,1,2,1.0,103793.59,64324.47
15714,57,1228.88,1,1,1,20619.08,199.85,0,1,1.0,813.68,0,2,0,1.0,29805.62,14433.36
15715,22,902.76,1,8,1,24492.49,205.19,0,0,2.0,765.53,1,0,1,1.0,39253.3,18369.37
15716,60,1560.94,1,3,1,53590.17,201.2,0,0,2.0,717.65,0,0,0,1.0,91433.41,37513.12
15717,25,3439.41,1,2,0,167151.58,589.55,0,1,1.0,803.26,0,2,0,1.0,236263.75,117006.11
15718,48,4929.18,1,8,1,112376.9,339.39,1,1,2.0,746.94,0,1,1,1.0,191708.6,73044.98
15721,18,2235.39,1,6,1,34118.39,241.8,0,0,1.0,724.46,0,0,1,1.0,64090.88,23882.87
15722,34,2235.39,1,2,0,92202.49,650.47,0,1,1.0,796.63,0,2,1,1.0,143979.23,64541.74
15723,23,1814.99,1,14,1,118639.52,696.26,1,0,2.0,733.86,0,0,2,1.0,211751.93,77115.69
15724,58,1875.62,1,2,1,113168.29,381.63,1,1,3.0,731.96,0,0,1,1.0,204291.62,79217.8
15726,26,1113.56,1,2,1,110184.91,306.13,0,0,2.0,655.6,0,2,1,1.0,175498.2,77129.44
15727,42,3407.35,1,0,1,140244.03,552.26,1,0,1.0,771.3,0,2,2,1.0,247939.65,112195.22
15729,59,2475.52,1,14,2,118826.74,597.14,0,0,1.0,820.29,0,2,2,1.0,196270.84,89120.06
15730,64,1341.37,0,14,1,67273.44,304.77,0,0,1.0,742.57,1,2,1,1.0,114701.76,47091.41
15731,35,5524.47,1,14,2,69820.7,615.4,0,1,2.0,735.8,0,2,0,1.0,89233.31,45383.46
15732,26,1327.63,1,8,1,62611.89,358.4,0,0,2.0,667.55,0,2,0,1.0,109337.03,43828.32
15733,45,1888.51,1,14,1,91734.3,544.05,0,1,5.0,729.44,0,1,2,1.0,122724.33,59627.3
15735,19,4115.3,1,10,1,77540.03,380.59,1,0,4.0,821.12,0,0,0,1.0,87959.65,54278.02
15736,62,2415.7,0,4,1,81461.97,381.91,0,1,1.0,818.15,1,2,0,1.0,91211.9,57023.38
15737,53,2791.01,1,4,1,89074.08,386.46,1,1,3.0,803.28,0,0,1,1.0,100891.6,66805.56
15738,45,3184.15,1,4,1,262452.12,964.1,1,0,3.0,660.3,0,0,1,1.0,441996.39,170593.88
15739,39,2537.33,1,2,1,18245.59,181.66,0,1,1.0,760.9,0,0,1,1.0,32437.47,12771.91
15742,18,1369.08,1,4,1,27379.18,149.69,0,1,1.0,701.43,1,0,1,1.0,34269.66,17796.47
15744,30,3114.04,1,4,1,292832.39,1062.0,1,1,2.0,692.28,0,2,2,1.0,386445.96,190341.05
15745,54,2468.53,1,14,0,48525.99,258.16,0,1,6.0,708.3,0,0,1,1.0,79475.99,31541.89
15747,65,3854.19,0,0,0,81681.75,372.61,0,0,2.0,704.54,0,2,1,1.0,97324.81,53093.14
15748,61,3854.19,0,0,0,101887.53,437.44,1,1,2.0,833.51,0,0,2,1.0,117849.35,81510.02
15749,61,1639.75,1,0,1,34503.7,273.96,0,0,1.0,690.56,0,1,2,1.0,65264.71,22427.4
15750,21,1305.37,1,3,0,39510.7,411.46,0,1,4.0,715.8,1,0,2,1.0,60987.83,27657.49
15751,48,1984.91,1,6,0,39861.99,261.13,0,1,4.0,715.8,0,1,0,1.0,49788.74,25910.29
15752,18,791.57,1,16,1,28226.13,174.64,1,1,4.0,696.52,0,2,1,1.0,39047.91,19758.29
15753,20,2229.24,1,12,1,20369.36,222.91,1,0,2.0,697.91,0,2,0,1.0,31652.21,14258.55
15755,18,1435.82,1,3,0,35396.3,283.29,0,1,3.0,731.44,0,0,0,1.0,48374.55,23007.6
15756,27,3877.76,1,10,1,71695.69,380.18,0,1,3.0,787.15,0,1,1,1.0,105315.57,50186.98
15757,18,9518.05,1,10,1,205253.78,933.05,1,1,2.0,743.59,0,1,1,1.0,348077.34,143677.65
15758,57,5503.72,1,12,2,196631.98,1084.3,1,0,2.0,844.57,0,1,2,1.0,247263.42,157305.58
15759,65,1362.77,0,6,1,13043.98,98.19,0,1,1.0,753.67,0,1,0,1.0,23998.64,9130.79
15760,38,3220.35,1,6,1,80577.39,489.82,0,1,4.0,727.6,1,2,0,1.0,144282.59,52375.3
15761,40,1771.71,1,6,1,40426.74,182.17,1,1,3.0,782.78,0,1,1,1.0,49353.91,32341.39
15762,51,1753.62,1,10,1,88736.19,467.47,0,0,3.0,708.07,0,1,1,1.0,134882.43,57678.52
15764,61,1832.25,1,14,1,125704.9,832.53,0,1,3.0,760.63,0,0,0,1.0,204471.02,94278.67
15766,18,2468.45,1,14,1,73966.09,530.99,0,1,1.0,695.81,0,0,1,1.0,98577.15,48077.96
15768,46,2471.25,1,8,1,175157.44,617.87,1,0,3.0,758.66,0,0,0,1.0,269865.59,131368.08
15770,60,1244.88,1,8,1,85052.12,803.32,0,1,4.0,775.98,1,1,2,1.0,115865.33,68041.7
15771,18,2020.4,1,10,1,98617.75,803.32,1,1,2.0,748.43,0,0,2,1.0,118653.29,64101.54
15772,41,2020.4,1,4,1,209108.42,671.39,1,0,1.0,805.38,1,0,1,1.0,252556.9,146375.89
15773,32,2296.6,1,10,1,102515.96,335.28,0,0,3.0,837.59,0,1,2,1.0,129064.0,82012.77
15776,36,1817.48,1,10,1,67025.19,466.38,0,1,3.0,717.67,0,1,0,1.0,77124.51,46917.63
15779,48,2469.17,1,8,1,198570.71,596.6,1,0,2.0,762.97,0,1,0,1.0,373884.17,158856.57
15782,51,1264.51,1,8,1,188686.81,782.29,0,1,3.0,788.24,0,0,1,1.0,329875.93,132080.77
15783,40,1264.51,1,0,1,32828.86,382.0,0,0,2.0,698.09,0,2,0,1.0,48887.06,21338.76
15784,42,2825.07,1,4,0,73843.67,380.64,1,1,2.0,774.25,0,1,1,1.0,122200.33,55382.75
15785,57,526.19,1,1,0,15078.78,150.41,0,0,4.0,657.93,0,0,2,1.0,20410.73,10555.15
15788,63,3469.76,1,4,1,125625.72,433.89,0,0,1.0,773.2,0,0,0,1.0,164623.7,94219.29
15790,50,4247.38,1,6,1,176567.11,687.88,0,0,2.0,762.06,0,1,0,1.0,197246.26,141253.69
15792,65,2308.95,0,8,1,111259.74,489.85,0,1,2.0,762.8,0,1,2,1.0,178540.89,77881.82
15793,50,1227.6,1,8,1,51741.05,297.69,0,1,2.0,732.41,0,2,2,1.0,86976.13,33631.68
15794,18,2125.75,1,0,0,67878.33,280.8,1,1,2.0,794.72,0,0,1,1.0,113057.05,54302.66
15795,36,1424.26,1,8,1,62065.25,404.37,0,1,3.0,726.07,0,2,0,1.0,71660.28,43445.68
15796,63,1424.26,1,3,0,39285.97,204.93,0,1,3.0,838.83,0,2,0,1.0,48297.5,31428.78
15797,62,2919.88,1,3,1,59970.57,373.2,1,1,2.0,723.17,1,2,1,1.0,79932.03,41979.4
15798,42,1995.86,1,14,1,155803.17,538.22,0,0,2.0,861.76,0,2,2,1.0,265921.89,132432.69
15799,62,2510.01,1,14,1,62030.56,430.29,1,1,3.0,682.52,1,0,0,1.0,95139.66,40319.86
15801,35,3485.87,1,11,2,127068.82,368.63,1,1,3.0,784.16,0,0,2,1.0,210172.71,88948.17
15802,39,2155.34,1,10,1,41128.04,349.31,0,0,3.0,792.64,1,0,1,1.0,70274.64,30846.03
15803,57,3222.51,1,10,1,107497.58,316.26,0,1,2.0,792.64,0,2,0,1.0,179525.57,75248.31
15804,21,1678.88,1,14,1,96295.99,410.34,0,0,2.0,762.68,0,0,0,1.0,129415.27,72221.99
15805,56,2555.08,1,8,0,60026.28,381.39,1,0,4.0,712.83,0,2,0,1.0,85002.0,42018.4
15807,63,2185.0,1,3,1,136335.5,417.62,0,1,2.0,653.82,0,2,2,1.0,207588.07,95434.85
15808,39,1010.06,1,14,1,27640.41,126.46,1,1,2.0,717.59,0,2,2,1.0,36976.95,19348.29
15811,27,8104.21,1,10,1,182561.25,1028.78,1,1,2.0,855.81,0,0,2,1.0,324268.46,136920.94
15812,61,3350.09,1,10,1,124377.77,648.35,1,0,2.0,735.32,0,0,0,1.0,200251.54,80845.55
15814,29,3341.6,1,3,1,31882.06,325.79,1,1,3.0,750.95,0,2,0,1.0,53092.07,23911.54
15818,65,1053.66,0,14,1,45337.73,197.41,0,1,2.0,797.13,1,0,2,1.0,78104.33,31736.41
15819,59,1828.9,1,14,1,28030.23,240.03,1,0,2.0,737.06,0,0,1,1.0,52402.35,18219.65
15822,63,1005.86,0,3,1,24253.66,134.05,0,1,2.0,833.57,0,1,1,1.0,33142.73,18190.24
15826,18,2513.56,1,4,1,73246.23,306.84,1,1,2.0,711.16,0,1,2,1.0,118740.76,47610.05
15828,22,1627.54,1,1,1,28353.73,221.18,0,1,4.0,707.46,0,0,2,1.0,34597.83,19847.61
15830,46,2350.92,1,8,0,64890.02,185.9,0,1,2.0,716.91,0,0,2,1.0,76976.63,42178.51
15831,18,2350.92,1,8,0,27902.49,96.89,1,1,4.0,825.87,0,0,1,1.0,31916.91,22321.99
15832,18,2350.92,1,17,1,41926.35,212.36,0,1,4.0,705.84,0,1,1,1.0,63834.39,29348.44
15833,28,2350.92,1,10,0,139052.72,374.66,0,1,4.0,785.09,1,0,1,1.0,153059.45,97336.9
15835,19,3008.07,1,14,1,25250.79,141.53,1,1,3.0,760.88,0,2,2,1.0,29141.31,18938.09
15837,18,2264.56,1,4,0,181265.54,636.6,0,1,4.0,652.53,1,2,1,1.0,238543.52,117822.6
15838,55,2058.52,1,10,1,68158.25,478.2,1,1,2.0,827.85,0,2,1,1.0,114775.01,47710.77
15841,65,1606.61,0,3,1,39591.33,208.98,1,1,1.0,804.43,1,0,1,1.0,49963.7,29693.5
15842,18,6354.7,1,3,1,198465.22,934.83,0,1,1.0,740.84,0,0,0,1.0,266691.96,129002.39
15843,51,2800.11,1,10,1,78938.51,300.64,0,0,2.0,721.3,0,0,1,1.0,92481.12,51310.03
15844,18,1775.7,1,8,1,102797.24,449.7,0,1,2.0,872.75,0,0,1,1.0,171189.91,82237.79
15845,42,4103.37,1,8,1,160270.23,511.11,1,1,2.0,748.64,1,2,2,1.0,244803.04,112189.16
15846,22,989.4,1,3,0,39716.04,203.9,0,1,2.0,729.77,1,2,1,1.0,71388.19,25815.43
15847,36,2498.03,1,14,1,135563.29,451.24,0,1,2.0,836.67,0,2,0,1.0,150970.74,101672.47
15848,38,1978.83,1,8,1,42144.27,300.13,0,1,1.0,730.15,0,2,2,1.0,78075.78,29500.99
15849,61,1550.52,1,1,1,47519.96,229.69,1,1,2.0,721.08,0,0,2,1.0,80505.56,30887.97
15851,64,1577.63,0,10,2,97646.07,527.66,0,1,2.0,715.02,0,2,1,1.0,131679.92,78116.86
15852,22,1577.63,1,10,1,36954.21,359.29,1,1,1.0,715.02,0,2,2,1.0,49522.83,24020.24
15854,60,1577.63,0,12,0,113079.29,343.85,0,1,1.0,729.55,1,1,2,1.0,187578.55,84809.47
15855,55,1286.51,1,12,1,131215.16,363.2,0,1,2.0,729.55,0,1,1,1.0,188563.53,85289.85
15856,65,1658.12,0,3,1,152161.72,723.27,0,1,2.0,750.91,0,1,1,1.0,277333.68,121729.38
15857,18,1658.12,1,3,1,19994.25,216.94,0,0,3.0,750.91,0,2,0,1.0,35347.67,15995.4
15859,45,1551.8,1,14,1,36026.31,395.91,0,1,2.0,833.56,0,1,2,1.0,61078.58,25218.42
15860,59,1563.85,1,0,1,28492.03,117.49,0,1,2.0,788.56,0,0,1,1.0,40329.17,22793.62
15861,19,1746.7,1,11,1,86909.45,269.31,0,1,4.0,717.45,1,1,2,1.0,142130.63,56491.14
15863,24,3368.68,1,14,1,174657.77,750.21,0,1,2.0,794.37,1,0,0,1.0,200315.73,122260.44
15866,57,1839.83,1,11,1,18234.28,97.68,0,0,2.0,760.39,1,2,1,1.0,21705.38,11852.28
15867,45,1831.28,1,11,1,97203.66,260.38,0,1,2.0,760.39,1,2,0,1.0,108086.05,72902.74
15868,18,2423.96,1,12,1,44410.86,206.08,1,0,3.0,774.86,0,2,0,1.0,76466.11,35528.69
